Pavarde                  Vardas              Galutinis (Vid.)    Galutinis (Med.)    
PavardeNR14322           VardasNR14322       3.49                4.00                
PavardeNR54868           VardasNR54868       3.49                3.20                
PavardeNR20796           VardasNR20796       3.49                3.60                
PavardeNR48588           VardasNR48588       3.49                3.60                
PavardeNR77631           VardasNR77631       3.49                3.60                
PavardeNR89828           VardasNR89828       3.49                3.60                
PavardeNR34717           VardasNR34717       3.49                3.60                
PavardeNR86624           VardasNR86624       3.49                3.20                
PavardeNR83337           VardasNR83337       3.49                3.60                
PavardeNR28087           VardasNR28087       3.49                3.60                
PavardeNR89450           VardasNR89450       3.49                3.20                
PavardeNR33408           VardasNR33408       3.49                3.20                
PavardeNR82552           VardasNR82552       3.49                3.20                
PavardeNR74275           VardasNR74275       3.49                3.20                
PavardeNR68051           VardasNR68051       3.49                3.60                
PavardeNR86137           VardasNR86137       3.49                3.20                
PavardeNR41012           VardasNR41012       3.49                4.00                
PavardeNR67766           VardasNR67766       3.49                3.60                
PavardeNR96052           VardasNR96052       3.49                3.60                
PavardeNR68028           VardasNR68028       3.49                4.00                
PavardeNR41027           VardasNR41027       3.49                3.20                
PavardeNR96383           VardasNR96383       3.49                2.80                
PavardeNR41311           VardasNR41311       3.49                3.60                
PavardeNR12316           VardasNR12316       3.49                3.60                
PavardeNR60002           VardasNR60002       3.49                3.60                
PavardeNR89884           VardasNR89884       3.49                4.00                
PavardeNR88144           VardasNR88144       3.49                3.60                
PavardeNR20854           VardasNR20854       3.49                3.20                
PavardeNR68228           VardasNR68228       3.49                3.60                
PavardeNR78118           VardasNR78118       3.49                3.20                
PavardeNR32753           VardasNR32753       3.49                3.20                
PavardeNR95746           VardasNR95746       3.49                3.60                
PavardeNR82420           VardasNR82420       3.49                3.60                
PavardeNR18324           VardasNR18324       3.49                3.20                
PavardeNR36548           VardasNR36548       3.49                3.60                
PavardeNR90044           VardasNR90044       3.49                4.00                
PavardeNR50357           VardasNR50357       3.49                3.20                
PavardeNR25004           VardasNR25004       3.49                4.00                
PavardeNR91972           VardasNR91972       3.49                3.20                
PavardeNR23739           VardasNR23739       3.49                3.60                
PavardeNR26851           VardasNR26851       3.49                4.00                
PavardeNR10484           VardasNR10484       3.49                3.60                
PavardeNR74658           VardasNR74658       3.49                3.60                
PavardeNR47262           VardasNR47262       3.49                3.60                
PavardeNR38689           VardasNR38689       3.49                3.60                
PavardeNR57041           VardasNR57041       3.49                3.20                
PavardeNR78176           VardasNR78176       3.49                3.60                
PavardeNR32635           VardasNR32635       3.49                3.60                
PavardeNR11995           VardasNR11995       3.49                4.00                
PavardeNR14469           VardasNR14469       3.49                4.00                
PavardeNR12003           VardasNR12003       3.49                3.20                
PavardeNR70309           VardasNR70309       3.49                3.60                
PavardeNR1749            VardasNR1749        3.49                3.20                
PavardeNR20535           VardasNR20535       3.49                3.60                
PavardeNR98114           VardasNR98114       3.49                2.80                
PavardeNR57762           VardasNR57762       3.49                3.60                
PavardeNR63334           VardasNR63334       3.49                3.60                
PavardeNR77414           VardasNR77414       3.49                3.60                
PavardeNR25631           VardasNR25631       3.49                3.60                
PavardeNR12046           VardasNR12046       3.49                3.60                
PavardeNR54954           VardasNR54954       3.49                3.60                
PavardeNR15550           VardasNR15550       3.49                3.60                
PavardeNR95692           VardasNR95692       3.49                3.20                
PavardeNR29866           VardasNR29866       3.49                3.20                
PavardeNR28010           VardasNR28010       3.49                3.60                
PavardeNR15083           VardasNR15083       3.49                3.60                
PavardeNR5510            VardasNR5510        3.49                3.20                
PavardeNR84627           VardasNR84627       3.49                4.40                
PavardeNR15300           VardasNR15300       3.49                4.00                
PavardeNR83213           VardasNR83213       3.49                3.60                
PavardeNR61090           VardasNR61090       3.49                2.80                
PavardeNR74150           VardasNR74150       3.49                3.20                
PavardeNR29762           VardasNR29762       3.49                3.60                
PavardeNR84622           VardasNR84622       3.49                3.60                
PavardeNR18141           VardasNR18141       3.49                3.60                
PavardeNR41726           VardasNR41726       3.49                3.60                
PavardeNR27325           VardasNR27325       3.49                4.00                
PavardeNR33002           VardasNR33002       3.49                3.60                
PavardeNR76235           VardasNR76235       3.49                3.60                
PavardeNR74499           VardasNR74499       3.49                3.60                
PavardeNR91857           VardasNR91857       3.49                3.60                
PavardeNR9233            VardasNR9233        3.49                3.60                
PavardeNR36513           VardasNR36513       3.49                3.60                
PavardeNR78064           VardasNR78064       3.49                4.00                
PavardeNR78045           VardasNR78045       3.49                3.60                
PavardeNR50961           VardasNR50961       3.49                2.80                
PavardeNR52859           VardasNR52859       3.49                2.80                
PavardeNR41922           VardasNR41922       3.49                3.60                
PavardeNR80945           VardasNR80945       3.49                4.00                
PavardeNR15349           VardasNR15349       3.49                3.60                
PavardeNR38282           VardasNR38282       3.49                3.20                
PavardeNR33579           VardasNR33579       3.49                3.60                
PavardeNR86822           VardasNR86822       3.49                2.80                
PavardeNR36510           VardasNR36510       3.49                4.00                
PavardeNR51483           VardasNR51483       3.49                3.20                
PavardeNR18215           VardasNR18215       3.49                3.60                
PavardeNR41852           VardasNR41852       3.49                3.60                
PavardeNR62824           VardasNR62824       3.49                3.20                
PavardeNR22192           VardasNR22192       3.49                3.60                
PavardeNR214             VardasNR214         3.49                3.60                
PavardeNR46222           VardasNR46222       3.49                3.20                
PavardeNR81989           VardasNR81989       3.49                3.60                
PavardeNR73037           VardasNR73037       3.49                4.00                
PavardeNR56144           VardasNR56144       3.49                3.20                
PavardeNR26762           VardasNR26762       3.49                3.60                
PavardeNR21371           VardasNR21371       3.49                4.40                
PavardeNR10838           VardasNR10838       3.49                3.60                
PavardeNR52285           VardasNR52285       3.49                2.80                
PavardeNR15717           VardasNR15717       3.49                4.00                
PavardeNR53213           VardasNR53213       3.49                3.20                
PavardeNR58486           VardasNR58486       3.49                3.60                
PavardeNR73269           VardasNR73269       3.49                4.00                
PavardeNR71735           VardasNR71735       3.49                3.60                
PavardeNR44719           VardasNR44719       3.49                3.60                
PavardeNR27780           VardasNR27780       3.49                3.60                
PavardeNR46227           VardasNR46227       3.49                3.20                
PavardeNR71727           VardasNR71727       3.49                3.60                
PavardeNR59845           VardasNR59845       3.49                3.60                
PavardeNR75708           VardasNR75708       3.49                3.20                
PavardeNR5868            VardasNR5868        3.49                3.60                
PavardeNR80266           VardasNR80266       3.49                4.00                
PavardeNR79687           VardasNR79687       3.49                3.20                
PavardeNR58526           VardasNR58526       3.49                4.00                
PavardeNR31168           VardasNR31168       3.49                3.20                
PavardeNR99145           VardasNR99145       3.49                4.00                
PavardeNR65123           VardasNR65123       3.49                3.60                
PavardeNR81951           VardasNR81951       3.49                2.80                
PavardeNR93845           VardasNR93845       3.49                4.00                
PavardeNR48265           VardasNR48265       3.49                3.20                
PavardeNR57182           VardasNR57182       3.49                3.20                
PavardeNR65161           VardasNR65161       3.49                4.00                
PavardeNR28805           VardasNR28805       3.49                3.60                
PavardeNR1230            VardasNR1230        3.49                3.60                
PavardeNR50730           VardasNR50730       3.49                3.60                
PavardeNR99118           VardasNR99118       3.49                3.60                
PavardeNR65214           VardasNR65214       3.49                3.60                
PavardeNR11262           VardasNR11262       3.49                3.20                
PavardeNR29253           VardasNR29253       3.49                3.20                
PavardeNR75731           VardasNR75731       3.49                3.60                
PavardeNR21025           VardasNR21025       3.49                3.20                
PavardeNR35346           VardasNR35346       3.49                2.80                
PavardeNR94205           VardasNR94205       3.49                3.20                
PavardeNR56414           VardasNR56414       3.49                3.60                
PavardeNR89680           VardasNR89680       3.49                4.00                
PavardeNR52254           VardasNR52254       3.49                4.00                
PavardeNR3906            VardasNR3906        3.49                2.80                
PavardeNR31430           VardasNR31430       3.49                3.60                
PavardeNR58789           VardasNR58789       3.49                3.60                
PavardeNR76669           VardasNR76669       3.49                4.40                
PavardeNR49364           VardasNR49364       3.49                3.60                
PavardeNR39703           VardasNR39703       3.49                4.00                
PavardeNR343             VardasNR343         3.49                4.00                
PavardeNR17288           VardasNR17288       3.49                3.20                
PavardeNR62319           VardasNR62319       3.49                3.20                
PavardeNR36208           VardasNR36208       3.49                3.20                
PavardeNR69044           VardasNR69044       3.49                4.00                
PavardeNR83918           VardasNR83918       3.49                3.60                
PavardeNR4653            VardasNR4653        3.49                3.20                
PavardeNR35376           VardasNR35376       3.49                3.20                
PavardeNR8610            VardasNR8610        3.49                2.80                
PavardeNR85712           VardasNR85712       3.49                4.40                
PavardeNR3226            VardasNR3226        3.49                3.60                
PavardeNR11330           VardasNR11330       3.49                2.80                
PavardeNR92789           VardasNR92789       3.49                4.00                
PavardeNR46146           VardasNR46146       3.49                3.60                
PavardeNR70858           VardasNR70858       3.49                3.20                
PavardeNR3893            VardasNR3893        3.49                3.20                
PavardeNR76944           VardasNR76944       3.49                3.60                
PavardeNR50569           VardasNR50569       3.49                3.60                
PavardeNR85396           VardasNR85396       3.49                3.20                
PavardeNR85389           VardasNR85389       3.49                3.20                
PavardeNR12747           VardasNR12747       3.49                4.00                
PavardeNR94970           VardasNR94970       3.49                3.20                
PavardeNR50640           VardasNR50640       3.49                4.00                
PavardeNR16109           VardasNR16109       3.49                2.80                
PavardeNR52517           VardasNR52517       3.49                3.20                
PavardeNR81841           VardasNR81841       3.49                3.20                
PavardeNR45899           VardasNR45899       3.49                3.60                
PavardeNR23252           VardasNR23252       3.49                4.40                
PavardeNR93233           VardasNR93233       3.49                3.60                
PavardeNR75499           VardasNR75499       3.49                3.20                
PavardeNR36112           VardasNR36112       3.49                3.60                
PavardeNR30737           VardasNR30737       3.49                4.00                
PavardeNR26277           VardasNR26277       3.49                3.60                
PavardeNR88439           VardasNR88439       3.49                3.60                
PavardeNR22354           VardasNR22354       3.49                3.60                
PavardeNR26906           VardasNR26906       3.49                4.00                
PavardeNR64695           VardasNR64695       3.49                3.60                
PavardeNR60630           VardasNR60630       3.49                3.60                
PavardeNR30588           VardasNR30588       3.49                3.60                
PavardeNR53493           VardasNR53493       3.49                3.60                
PavardeNR49035           VardasNR49035       3.49                3.20                
PavardeNR21117           VardasNR21117       3.49                3.60                
PavardeNR10932           VardasNR10932       3.49                3.60                
PavardeNR1268            VardasNR1268        3.49                3.20                
PavardeNR25118           VardasNR25118       3.49                4.00                
PavardeNR16089           VardasNR16089       3.49                3.20                
PavardeNR49008           VardasNR49008       3.49                3.20                
PavardeNR36976           VardasNR36976       3.49                3.20                
PavardeNR39260           VardasNR39260       3.49                3.60                
PavardeNR64718           VardasNR64718       3.49                3.20                
PavardeNR76765           VardasNR76765       3.49                3.20                
PavardeNR49044           VardasNR49044       3.49                3.60                
PavardeNR69340           VardasNR69340       3.49                3.60                
PavardeNR19892           VardasNR19892       3.49                3.20                
PavardeNR61823           VardasNR61823       3.49                3.60                
PavardeNR17100           VardasNR17100       3.49                3.60                
PavardeNR45695           VardasNR45695       3.49                2.80                
PavardeNR64325           VardasNR64325       3.49                3.60                
PavardeNR21379           VardasNR21379       3.49                3.60                
PavardeNR10871           VardasNR10871       3.49                3.60                
PavardeNR39155           VardasNR39155       3.49                3.60                
PavardeNR31038           VardasNR31038       3.49                3.20                
PavardeNR11133           VardasNR11133       3.49                3.20                
PavardeNR79798           VardasNR79798       3.49                4.00                
PavardeNR31056           VardasNR31056       3.49                3.60                
PavardeNR64942           VardasNR64942       3.49                4.40                
PavardeNR3409            VardasNR3409        3.49                3.20                
PavardeNR90780           VardasNR90780       3.49                3.60                
PavardeNR5051            VardasNR5051        3.49                3.20                
PavardeNR45130           VardasNR45130       3.49                3.20                
PavardeNR57181           VardasNR57181       3.49                3.20                
PavardeNR69188           VardasNR69188       3.49                3.60                
PavardeNR79736           VardasNR79736       3.49                3.20                
PavardeNR87607           VardasNR87607       3.49                3.20                
PavardeNR14505           VardasNR14505       3.49                3.20                
PavardeNR3386            VardasNR3386        3.49                3.60                
PavardeNR12820           VardasNR12820       3.49                3.60                
PavardeNR89182           VardasNR89182       3.49                3.60                
PavardeNR21089           VardasNR21089       3.49                4.00                
PavardeNR93556           VardasNR93556       3.49                3.60                
PavardeNR3773            VardasNR3773        3.49                3.60                
PavardeNR81922           VardasNR81922       3.49                3.60                
PavardeNR3488            VardasNR3488        3.49                3.60                
PavardeNR37163           VardasNR37163       3.49                3.20                
PavardeNR11104           VardasNR11104       3.49                3.60                
PavardeNR46293           VardasNR46293       3.49                4.00                
PavardeNR97590           VardasNR97590       3.49                3.60                
PavardeNR22571           VardasNR22571       3.49                3.20                
PavardeNR51824           VardasNR51824       3.49                4.00                
PavardeNR35488           VardasNR35488       3.49                3.60                
PavardeNR6240            VardasNR6240        3.49                3.60                
PavardeNR87639           VardasNR87639       3.49                3.60                
PavardeNR69207           VardasNR69207       3.49                2.80                
PavardeNR79824           VardasNR79824       3.49                3.20                
PavardeNR79076           VardasNR79076       3.49                3.60                
PavardeNR10263           VardasNR10263       3.49                3.60                
PavardeNR4590            VardasNR4590        3.49                4.00                
PavardeNR39995           VardasNR39995       3.49                4.40                
PavardeNR43915           VardasNR43915       3.49                4.00                
PavardeNR65863           VardasNR65863       3.49                3.60                
PavardeNR91096           VardasNR91096       3.49                3.60                
PavardeNR59599           VardasNR59599       3.49                3.60                
PavardeNR17409           VardasNR17409       3.49                3.60                
PavardeNR54017           VardasNR54017       3.49                3.60                
PavardeNR75877           VardasNR75877       3.49                3.60                
PavardeNR74490           VardasNR74490       3.49                3.60                
PavardeNR65931           VardasNR65931       3.49                2.80                
PavardeNR65933           VardasNR65933       3.49                3.60                
PavardeNR94697           VardasNR94697       3.49                3.60                
PavardeNR98857           VardasNR98857       3.49                3.20                
PavardeNR70636           VardasNR70636       3.49                4.00                
PavardeNR83447           VardasNR83447       3.49                3.60                
PavardeNR14182           VardasNR14182       3.49                2.80                
PavardeNR39957           VardasNR39957       3.49                4.00                
PavardeNR5149            VardasNR5149        3.49                3.20                
PavardeNR39965           VardasNR39965       3.49                3.20                
PavardeNR15662           VardasNR15662       3.49                3.20                
PavardeNR75826           VardasNR75826       3.49                3.60                
PavardeNR53991           VardasNR53991       3.49                3.60                
PavardeNR52217           VardasNR52217       3.49                3.60                
PavardeNR33927           VardasNR33927       3.49                3.20                
PavardeNR54070           VardasNR54070       3.49                3.20                
PavardeNR20254           VardasNR20254       3.49                3.60                
PavardeNR87287           VardasNR87287       3.49                3.60                
PavardeNR60185           VardasNR60185       3.49                3.60                
PavardeNR50445           VardasNR50445       3.49                3.60                
PavardeNR29265           VardasNR29265       3.49                3.60                
PavardeNR65825           VardasNR65825       3.49                3.20                
PavardeNR37659           VardasNR37659       3.49                4.00                
PavardeNR54147           VardasNR54147       3.49                4.40                
PavardeNR56772           VardasNR56772       3.49                2.80                
PavardeNR43482           VardasNR43482       3.49                4.00                
PavardeNR25848           VardasNR25848       3.49                3.20                
PavardeNR53108           VardasNR53108       3.49                3.60                
PavardeNR56774           VardasNR56774       3.49                3.60                
PavardeNR12964           VardasNR12964       3.49                3.60                
PavardeNR71842           VardasNR71842       3.49                3.60                
PavardeNR48012           VardasNR48012       3.49                3.60                
PavardeNR56453           VardasNR56453       3.49                3.20                
PavardeNR89317           VardasNR89317       3.49                3.20                
PavardeNR43334           VardasNR43334       3.49                3.60                
PavardeNR12609           VardasNR12609       3.49                3.20                
PavardeNR6982            VardasNR6982        3.49                3.20                
PavardeNR78861           VardasNR78861       3.49                4.00                
PavardeNR16904           VardasNR16904       3.49                3.60                
PavardeNR47962           VardasNR47962       3.49                4.00                
PavardeNR27762           VardasNR27762       3.49                4.40                
PavardeNR87228           VardasNR87228       3.49                3.60                
PavardeNR72919           VardasNR72919       3.49                3.60                
PavardeNR87890           VardasNR87890       3.49                3.20                
PavardeNR94764           VardasNR94764       3.49                3.60                
PavardeNR10700           VardasNR10700       3.49                3.20                
PavardeNR90357           VardasNR90357       3.49                3.60                
PavardeNR17424           VardasNR17424       3.49                3.60                
PavardeNR36266           VardasNR36266       3.49                4.00                
PavardeNR58869           VardasNR58869       3.49                2.80                
PavardeNR68690           VardasNR68690       3.49                3.60                
PavardeNR74477           VardasNR74477       3.49                3.60                
PavardeNR24812           VardasNR24812       3.49                3.20                
PavardeNR63781           VardasNR63781       3.49                3.60                
PavardeNR20288           VardasNR20288       3.49                4.40                
PavardeNR43500           VardasNR43500       3.49                3.60                
PavardeNR4028            VardasNR4028        3.49                3.60                
PavardeNR1478            VardasNR1478        3.49                3.20                
PavardeNR3061            VardasNR3061        3.49                3.60                
PavardeNR38973           VardasNR38973       3.49                3.60                
PavardeNR79254           VardasNR79254       3.49                3.20                
PavardeNR5140            VardasNR5140        3.49                3.60                
PavardeNR60326           VardasNR60326       3.49                4.00                
PavardeNR52243           VardasNR52243       3.49                4.00                
PavardeNR12929           VardasNR12929       3.49                3.60                
PavardeNR4600            VardasNR4600        3.49                3.20                
PavardeNR90839           VardasNR90839       3.49                3.60                
PavardeNR58304           VardasNR58304       3.49                3.60                
PavardeNR3118            VardasNR3118        3.49                2.80                
PavardeNR71688           VardasNR71688       3.49                3.20                
PavardeNR50492           VardasNR50492       3.49                3.20                
PavardeNR9355            VardasNR9355        3.49                2.80                
PavardeNR22506           VardasNR22506       3.49                3.60                
PavardeNR85470           VardasNR85470       3.49                3.60                
PavardeNR73284           VardasNR73284       3.49                3.60                
PavardeNR5131            VardasNR5131        3.49                4.00                
PavardeNR1477            VardasNR1477        3.49                4.00                
PavardeNR68878           VardasNR68878       3.49                3.60                
PavardeNR72831           VardasNR72831       3.49                4.00                
PavardeNR11421           VardasNR11421       3.49                3.20                
PavardeNR98992           VardasNR98992       3.49                4.40                
PavardeNR48867           VardasNR48867       3.49                3.20                
PavardeNR13621           VardasNR13621       3.49                3.20                
PavardeNR65577           VardasNR65577       3.49                3.60                
PavardeNR62011           VardasNR62011       3.49                3.60                
PavardeNR57100           VardasNR57100       3.49                4.40                
PavardeNR21589           VardasNR21589       3.49                4.40                
PavardeNR30256           VardasNR30256       3.49                3.20                
PavardeNR79211           VardasNR79211       3.49                4.00                
PavardeNR1161            VardasNR1161        3.49                3.20                
PavardeNR99009           VardasNR99009       3.49                3.60                
PavardeNR79217           VardasNR79217       3.49                4.00                
PavardeNR6889            VardasNR6889        3.49                4.00                
PavardeNR82670           VardasNR82670       3.49                3.60                
PavardeNR48877           VardasNR48877       3.49                3.60                
PavardeNR8786            VardasNR8786        3.49                3.60                
PavardeNR57279           VardasNR57279       3.49                3.60                
PavardeNR75792           VardasNR75792       3.49                3.60                
PavardeNR39908           VardasNR39908       3.49                4.00                
PavardeNR6888            VardasNR6888        3.49                3.60                
PavardeNR14298           VardasNR14298       3.49                4.00                
PavardeNR53894           VardasNR53894       3.49                3.20                
PavardeNR17786           VardasNR17786       3.51                4.20                
PavardeNR16754           VardasNR16754       3.51                3.00                
PavardeNR21102           VardasNR21102       3.51                3.00                
PavardeNR69636           VardasNR69636       3.51                3.40                
PavardeNR76602           VardasNR76602       3.51                3.40                
PavardeNR57365           VardasNR57365       3.51                3.40                
PavardeNR29138           VardasNR29138       3.51                3.40                
PavardeNR69336           VardasNR69336       3.51                2.60                
PavardeNR88317           VardasNR88317       3.51                3.40                
PavardeNR38902           VardasNR38902       3.51                3.40                
PavardeNR20987           VardasNR20987       3.51                2.60                
PavardeNR83615           VardasNR83615       3.51                3.00                
PavardeNR17781           VardasNR17781       3.51                3.00                
PavardeNR23957           VardasNR23957       3.51                3.40                
PavardeNR4533            VardasNR4533        3.51                3.40                
PavardeNR38692           VardasNR38692       3.51                3.40                
PavardeNR6398            VardasNR6398        3.51                3.40                
PavardeNR68580           VardasNR68580       3.51                3.80                
PavardeNR14705           VardasNR14705       3.51                3.00                
PavardeNR73547           VardasNR73547       3.51                3.00                
PavardeNR90692           VardasNR90692       3.51                3.40                
PavardeNR50642           VardasNR50642       3.51                3.80                
PavardeNR47711           VardasNR47711       3.51                3.40                
PavardeNR48400           VardasNR48400       3.51                3.00                
PavardeNR99933           VardasNR99933       3.51                3.00                
PavardeNR96910           VardasNR96910       3.51                3.00                
PavardeNR81522           VardasNR81522       3.51                3.00                
PavardeNR77570           VardasNR77570       3.51                3.00                
PavardeNR50558           VardasNR50558       3.51                3.00                
PavardeNR76380           VardasNR76380       3.51                2.60                
PavardeNR77563           VardasNR77563       3.51                3.40                
PavardeNR98072           VardasNR98072       3.51                2.60                
PavardeNR96815           VardasNR96815       3.51                3.00                
PavardeNR4522            VardasNR4522        3.51                3.40                
PavardeNR17227           VardasNR17227       3.51                3.40                
PavardeNR39871           VardasNR39871       3.51                2.60                
PavardeNR15803           VardasNR15803       3.51                3.80                
PavardeNR98152           VardasNR98152       3.51                3.40                
PavardeNR57098           VardasNR57098       3.51                2.60                
PavardeNR9264            VardasNR9264        3.51                3.00                
PavardeNR34560           VardasNR34560       3.51                3.00                
PavardeNR39984           VardasNR39984       3.51                3.40                
PavardeNR73673           VardasNR73673       3.51                3.00                
PavardeNR69467           VardasNR69467       3.51                3.40                
PavardeNR68481           VardasNR68481       3.51                3.00                
PavardeNR82609           VardasNR82609       3.51                3.00                
PavardeNR86331           VardasNR86331       3.51                3.40                
PavardeNR39579           VardasNR39579       3.51                3.80                
PavardeNR38654           VardasNR38654       3.51                3.40                
PavardeNR84865           VardasNR84865       3.51                3.00                
PavardeNR33965           VardasNR33965       3.51                3.40                
PavardeNR76709           VardasNR76709       3.51                3.40                
PavardeNR77431           VardasNR77431       3.51                3.00                
PavardeNR9498            VardasNR9498        3.51                3.40                
PavardeNR113             VardasNR113         3.51                3.00                
PavardeNR14108           VardasNR14108       3.51                2.60                
PavardeNR62463           VardasNR62463       3.51                3.00                
PavardeNR77488           VardasNR77488       3.51                3.80                
PavardeNR13085           VardasNR13085       3.51                3.00                
PavardeNR16821           VardasNR16821       3.51                3.40                
PavardeNR99824           VardasNR99824       3.51                3.00                
PavardeNR68232           VardasNR68232       3.51                3.80                
PavardeNR1335            VardasNR1335        3.51                3.00                
PavardeNR36029           VardasNR36029       3.51                3.00                
PavardeNR12568           VardasNR12568       3.51                3.40                
PavardeNR50388           VardasNR50388       3.51                3.40                
PavardeNR25376           VardasNR25376       3.51                3.80                
PavardeNR14              VardasNR14          3.51                3.40                
PavardeNR16847           VardasNR16847       3.51                3.40                
PavardeNR76718           VardasNR76718       3.51                3.40                
PavardeNR51593           VardasNR51593       3.51                3.40                
PavardeNR13079           VardasNR13079       3.51                3.40                
PavardeNR36059           VardasNR36059       3.51                3.40                
PavardeNR51625           VardasNR51625       3.51                3.80                
PavardeNR69459           VardasNR69459       3.51                3.00                
PavardeNR47754           VardasNR47754       3.51                2.60                
PavardeNR50831           VardasNR50831       3.51                3.00                
PavardeNR29338           VardasNR29338       3.51                3.40                
PavardeNR71875           VardasNR71875       3.51                3.40                
PavardeNR74849           VardasNR74849       3.51                3.40                
PavardeNR11651           VardasNR11651       3.51                3.40                
PavardeNR31952           VardasNR31952       3.51                3.80                
PavardeNR73641           VardasNR73641       3.51                3.40                
PavardeNR82143           VardasNR82143       3.51                3.40                
PavardeNR56254           VardasNR56254       3.51                3.40                
PavardeNR61479           VardasNR61479       3.51                3.40                
PavardeNR2905            VardasNR2905        3.51                3.00                
PavardeNR43774           VardasNR43774       3.51                3.40                
PavardeNR2944            VardasNR2944        3.51                3.40                
PavardeNR54048           VardasNR54048       3.51                3.40                
PavardeNR2945            VardasNR2945        3.51                3.80                
PavardeNR65859           VardasNR65859       3.51                3.40                
PavardeNR27556           VardasNR27556       3.51                3.00                
PavardeNR7662            VardasNR7662        3.51                3.00                
PavardeNR19121           VardasNR19121       3.51                3.40                
PavardeNR32032           VardasNR32032       3.51                3.40                
PavardeNR92594           VardasNR92594       3.51                3.40                
PavardeNR49452           VardasNR49452       3.51                3.00                
PavardeNR94487           VardasNR94487       3.51                3.40                
PavardeNR94484           VardasNR94484       3.51                4.20                
PavardeNR8554            VardasNR8554        3.51                3.40                
PavardeNR79236           VardasNR79236       3.51                3.40                
PavardeNR99396           VardasNR99396       3.51                3.00                
PavardeNR80497           VardasNR80497       3.51                3.40                
PavardeNR84245           VardasNR84245       3.51                3.40                
PavardeNR37590           VardasNR37590       3.51                3.00                
PavardeNR52242           VardasNR52242       3.51                3.40                
PavardeNR85362           VardasNR85362       3.51                3.00                
PavardeNR31524           VardasNR31524       3.51                3.80                
PavardeNR82927           VardasNR82927       3.51                3.40                
PavardeNR82221           VardasNR82221       3.51                3.40                
PavardeNR81698           VardasNR81698       3.51                3.00                
PavardeNR49728           VardasNR49728       3.51                3.40                
PavardeNR46929           VardasNR46929       3.51                3.40                
PavardeNR13278           VardasNR13278       3.51                3.40                
PavardeNR35039           VardasNR35039       3.51                3.40                
PavardeNR92278           VardasNR92278       3.51                3.40                
PavardeNR11769           VardasNR11769       3.51                3.00                
PavardeNR7027            VardasNR7027        3.51                3.00                
PavardeNR78643           VardasNR78643       3.51                3.00                
PavardeNR66436           VardasNR66436       3.51                3.00                
PavardeNR14622           VardasNR14622       3.51                3.00                
PavardeNR30091           VardasNR30091       3.51                3.00                
PavardeNR55894           VardasNR55894       3.51                4.20                
PavardeNR74727           VardasNR74727       3.51                3.40                
PavardeNR66383           VardasNR66383       3.51                3.40                
PavardeNR7954            VardasNR7954        3.51                3.40                
PavardeNR30100           VardasNR30100       3.51                3.40                
PavardeNR16434           VardasNR16434       3.51                3.40                
PavardeNR27441           VardasNR27441       3.51                3.40                
PavardeNR78810           VardasNR78810       3.51                3.40                
PavardeNR78813           VardasNR78813       3.51                3.40                
PavardeNR43182           VardasNR43182       3.51                3.40                
PavardeNR46681           VardasNR46681       3.51                3.00                
PavardeNR51718           VardasNR51718       3.51                3.40                
PavardeNR61448           VardasNR61448       3.51                3.40                
PavardeNR70541           VardasNR70541       3.51                3.00                
PavardeNR90848           VardasNR90848       3.51                3.00                
PavardeNR21654           VardasNR21654       3.51                3.40                
PavardeNR10668           VardasNR10668       3.51                3.40                
PavardeNR13639           VardasNR13639       3.51                3.40                
PavardeNR10997           VardasNR10997       3.51                3.00                
PavardeNR31224           VardasNR31224       3.51                3.00                
PavardeNR3359            VardasNR3359        3.51                3.80                
PavardeNR79716           VardasNR79716       3.51                3.00                
PavardeNR46056           VardasNR46056       3.51                4.20                
PavardeNR81927           VardasNR81927       3.51                3.00                
PavardeNR16152           VardasNR16152       3.51                3.40                
PavardeNR45298           VardasNR45298       3.51                3.00                
PavardeNR3468            VardasNR3468        3.51                3.40                
PavardeNR93626           VardasNR93626       3.51                3.40                
PavardeNR46006           VardasNR46006       3.51                3.80                
PavardeNR79851           VardasNR79851       3.51                3.40                
PavardeNR64779           VardasNR64779       3.51                3.40                
PavardeNR56620           VardasNR56620       3.51                3.40                
PavardeNR37113           VardasNR37113       3.51                3.40                
PavardeNR93300           VardasNR93300       3.51                3.00                
PavardeNR65207           VardasNR65207       3.51                3.40                
PavardeNR16113           VardasNR16113       3.51                3.40                
PavardeNR81881           VardasNR81881       3.51                3.80                
PavardeNR60233           VardasNR60233       3.51                3.80                
PavardeNR71055           VardasNR71055       3.51                2.60                
PavardeNR30725           VardasNR30725       3.51                3.00                
PavardeNR87725           VardasNR87725       3.51                3.40                
PavardeNR5005            VardasNR5005        3.51                3.80                
