Pavarde                  Vardas              Galutinis (Vid.)    Galutinis (Med.)    
PavardeNR1877            VardasNR1877        7.11                7.40                
PavardeNR34665           VardasNR34665       7.11                7.40                
PavardeNR10469           VardasNR10469       7.11                7.40                
PavardeNR23197           VardasNR23197       7.11                7.00                
PavardeNR12833           VardasNR12833       7.11                6.60                
PavardeNR44457           VardasNR44457       7.11                7.00                
PavardeNR69578           VardasNR69578       7.11                7.80                
PavardeNR91227           VardasNR91227       7.11                7.40                
PavardeNR1819            VardasNR1819        7.11                7.40                
PavardeNR49646           VardasNR49646       7.11                7.80                
PavardeNR63569           VardasNR63569       7.14                8.00                
PavardeNR77472           VardasNR77472       7.14                7.20                
PavardeNR229             VardasNR229         7.14                7.60                
PavardeNR40927           VardasNR40927       7.14                7.20                
PavardeNR84791           VardasNR84791       7.14                6.40                
PavardeNR34681           VardasNR34681       7.14                7.60                
PavardeNR10192           VardasNR10192       7.14                6.80                
PavardeNR1607            VardasNR1607        7.14                7.20                
PavardeNR33445           VardasNR33445       7.14                6.80                
PavardeNR31423           VardasNR31423       7.14                6.80                
PavardeNR81979           VardasNR81979       7.14                7.60                
PavardeNR10202           VardasNR10202       7.14                6.80                
PavardeNR40888           VardasNR40888       7.14                6.80                
PavardeNR8778            VardasNR8778        7.14                6.80                
PavardeNR31316           VardasNR31316       7.14                7.20                
PavardeNR44741           VardasNR44741       7.14                7.60                
PavardeNR40622           VardasNR40622       7.14                7.20                
PavardeNR10888           VardasNR10888       7.14                7.20                
PavardeNR98221           VardasNR98221       7.14                8.00                
PavardeNR7787            VardasNR7787        7.14                7.60                
PavardeNR38849           VardasNR38849       7.14                6.80                
PavardeNR38705           VardasNR38705       7.14                7.20                
PavardeNR44175           VardasNR44175       7.14                7.60                
PavardeNR82034           VardasNR82034       7.14                7.60                
PavardeNR84135           VardasNR84135       7.14                7.20                
PavardeNR36332           VardasNR36332       7.14                7.60                
PavardeNR10102           VardasNR10102       7.14                6.80                
PavardeNR1560            VardasNR1560        7.14                6.40                
PavardeNR80054           VardasNR80054       7.14                6.80                
PavardeNR36390           VardasNR36390       7.14                6.80                
PavardeNR98316           VardasNR98316       7.14                6.80                
PavardeNR44271           VardasNR44271       7.14                7.60                
PavardeNR37481           VardasNR37481       7.14                6.40                
PavardeNR84755           VardasNR84755       7.14                7.60                
PavardeNR44047           VardasNR44047       7.14                7.60                
PavardeNR38841           VardasNR38841       7.14                7.20                
PavardeNR99875           VardasNR99875       7.14                7.60                
PavardeNR97349           VardasNR97349       7.14                7.60                
PavardeNR85707           VardasNR85707       7.14                8.00                
PavardeNR43936           VardasNR43936       7.14                7.20                
PavardeNR44319           VardasNR44319       7.14                7.20                
PavardeNR43919           VardasNR43919       7.14                7.60                
PavardeNR44722           VardasNR44722       7.14                6.80                
PavardeNR43904           VardasNR43904       7.14                7.20                
PavardeNR8627            VardasNR8627        7.14                6.80                
PavardeNR43817           VardasNR43817       7.14                7.20                
PavardeNR97073           VardasNR97073       7.14                7.60                
PavardeNR40947           VardasNR40947       7.14                7.20                
PavardeNR33218           VardasNR33218       7.14                7.60                
PavardeNR31807           VardasNR31807       7.14                7.20                
PavardeNR97212           VardasNR97212       7.14                6.80                
PavardeNR38411           VardasNR38411       7.14                6.80                
PavardeNR42541           VardasNR42541       7.14                6.80                
PavardeNR79257           VardasNR79257       7.14                6.80                
PavardeNR83983           VardasNR83983       7.14                7.60                
PavardeNR79278           VardasNR79278       7.14                7.20                
PavardeNR42098           VardasNR42098       7.14                6.40                
PavardeNR80915           VardasNR80915       7.14                7.20                
PavardeNR85212           VardasNR85212       7.14                6.80                
PavardeNR9416            VardasNR9416        7.14                7.20                
PavardeNR35514           VardasNR35514       7.14                7.20                
PavardeNR34022           VardasNR34022       7.14                7.20                
PavardeNR37096           VardasNR37096       7.14                7.20                
PavardeNR97792           VardasNR97792       7.14                7.60                
PavardeNR80966           VardasNR80966       7.14                7.20                
PavardeNR40224           VardasNR40224       7.14                6.80                
PavardeNR79365           VardasNR79365       7.14                6.80                
PavardeNR99401           VardasNR99401       7.14                7.60                
PavardeNR42682           VardasNR42682       7.14                7.20                
PavardeNR98785           VardasNR98785       7.14                6.80                
PavardeNR36862           VardasNR36862       7.14                7.20                
PavardeNR81879           VardasNR81879       7.14                7.20                
PavardeNR97767           VardasNR97767       7.14                6.80                
PavardeNR79199           VardasNR79199       7.14                7.20                
PavardeNR37833           VardasNR37833       7.14                7.20                
PavardeNR37834           VardasNR37834       7.14                6.80                
PavardeNR39976           VardasNR39976       7.14                7.20                
PavardeNR37827           VardasNR37827       7.14                7.60                
PavardeNR82925           VardasNR82925       7.14                6.80                
PavardeNR32587           VardasNR32587       7.14                7.20                
PavardeNR39907           VardasNR39907       7.14                7.60                
PavardeNR40011           VardasNR40011       7.14                8.00                
PavardeNR99687           VardasNR99687       7.14                6.40                
PavardeNR97948           VardasNR97948       7.14                7.60                
PavardeNR82370           VardasNR82370       7.14                7.60                
PavardeNR83989           VardasNR83989       7.14                7.20                
PavardeNR42236           VardasNR42236       7.14                7.60                
PavardeNR82885           VardasNR82885       7.14                6.80                
PavardeNR11550           VardasNR11550       7.14                7.60                
PavardeNR80740           VardasNR80740       7.14                7.20                
PavardeNR42523           VardasNR42523       7.14                7.20                
PavardeNR42205           VardasNR42205       7.14                7.20                
PavardeNR37088           VardasNR37088       7.14                7.60                
PavardeNR42539           VardasNR42539       7.14                7.20                
PavardeNR43214           VardasNR43214       7.14                6.80                
PavardeNR98878           VardasNR98878       7.14                7.60                
PavardeNR11259           VardasNR11259       7.14                7.20                
PavardeNR79586           VardasNR79586       7.14                7.20                
PavardeNR8159            VardasNR8159        7.14                6.80                
PavardeNR80495           VardasNR80495       7.14                6.80                
PavardeNR11795           VardasNR11795       7.14                6.80                
PavardeNR39402           VardasNR39402       7.14                6.40                
PavardeNR7960            VardasNR7960        7.14                7.20                
PavardeNR34249           VardasNR34249       7.14                7.20                
PavardeNR82739           VardasNR82739       7.14                7.60                
PavardeNR85021           VardasNR85021       7.14                7.20                
PavardeNR32085           VardasNR32085       7.14                7.20                
PavardeNR44560           VardasNR44560       7.14                7.20                
PavardeNR9211            VardasNR9211        7.14                7.60                
PavardeNR34328           VardasNR34328       7.14                7.20                
PavardeNR81301           VardasNR81301       7.14                6.80                
PavardeNR35844           VardasNR35844       7.14                6.40                
PavardeNR43480           VardasNR43480       7.14                6.80                
PavardeNR84956           VardasNR84956       7.14                7.20                
PavardeNR41546           VardasNR41546       7.14                6.80                
PavardeNR83493           VardasNR83493       7.14                7.20                
PavardeNR32250           VardasNR32250       7.14                6.80                
PavardeNR81028           VardasNR81028       7.14                7.60                
PavardeNR39611           VardasNR39611       7.14                7.20                
PavardeNR41982           VardasNR41982       7.14                7.20                
PavardeNR7746            VardasNR7746        7.14                6.80                
PavardeNR8401            VardasNR8401        7.14                6.80                
PavardeNR12419           VardasNR12419       7.14                7.60                
PavardeNR78760           VardasNR78760       7.14                7.20                
PavardeNR9910            VardasNR9910        7.14                7.60                
PavardeNR41949           VardasNR41949       7.14                7.20                
PavardeNR42887           VardasNR42887       7.14                7.60                
PavardeNR81413           VardasNR81413       7.14                6.80                
PavardeNR204             VardasNR204         7.14                6.80                
PavardeNR32847           VardasNR32847       7.14                8.00                
PavardeNR42910           VardasNR42910       7.14                7.60                
PavardeNR36085           VardasNR36085       7.14                7.60                
PavardeNR394             VardasNR394         7.14                7.20                
PavardeNR97687           VardasNR97687       7.14                7.20                
PavardeNR99776           VardasNR99776       7.14                6.40                
PavardeNR41799           VardasNR41799       7.14                6.80                
PavardeNR40391           VardasNR40391       7.14                7.60                
PavardeNR4761            VardasNR4761        7.14                7.20                
PavardeNR2928            VardasNR2928        7.14                7.60                
PavardeNR25108           VardasNR25108       7.14                7.20                
PavardeNR15368           VardasNR15368       7.14                7.60                
PavardeNR53568           VardasNR53568       7.14                7.60                
PavardeNR87861           VardasNR87861       7.14                7.60                
PavardeNR51608           VardasNR51608       7.14                6.80                
PavardeNR64557           VardasNR64557       7.14                7.20                
PavardeNR64555           VardasNR64555       7.14                7.20                
PavardeNR69998           VardasNR69998       7.14                8.00                
PavardeNR30124           VardasNR30124       7.14                7.20                
PavardeNR3257            VardasNR3257        7.14                6.80                
PavardeNR54382           VardasNR54382       7.14                6.80                
PavardeNR90305           VardasNR90305       7.14                6.80                
PavardeNR59765           VardasNR59765       7.14                7.20                
PavardeNR86659           VardasNR86659       7.14                7.20                
PavardeNR30103           VardasNR30103       7.14                7.20                
PavardeNR53614           VardasNR53614       7.14                7.20                
PavardeNR2458            VardasNR2458        7.14                6.80                
PavardeNR58333           VardasNR58333       7.14                7.20                
PavardeNR16556           VardasNR16556       7.14                6.80                
PavardeNR58317           VardasNR58317       7.14                7.60                
PavardeNR74985           VardasNR74985       7.14                7.20                
PavardeNR22594           VardasNR22594       7.14                7.60                
PavardeNR59879           VardasNR59879       7.14                6.80                
PavardeNR64497           VardasNR64497       7.14                7.60                
PavardeNR67178           VardasNR67178       7.14                7.20                
PavardeNR49172           VardasNR49172       7.14                6.40                
PavardeNR28658           VardasNR28658       7.14                7.20                
PavardeNR62096           VardasNR62096       7.14                7.20                
PavardeNR2930            VardasNR2930        7.14                7.20                
PavardeNR63203           VardasNR63203       7.14                7.60                
PavardeNR74147           VardasNR74147       7.14                7.20                
PavardeNR93375           VardasNR93375       7.14                7.20                
PavardeNR69058           VardasNR69058       7.14                7.20                
PavardeNR49233           VardasNR49233       7.14                7.60                
PavardeNR58491           VardasNR58491       7.14                6.80                
PavardeNR64614           VardasNR64614       7.14                7.20                
PavardeNR71311           VardasNR71311       7.14                7.20                
PavardeNR55430           VardasNR55430       7.14                6.80                
PavardeNR53519           VardasNR53519       7.14                7.20                
PavardeNR12970           VardasNR12970       7.14                7.60                
PavardeNR14342           VardasNR14342       7.14                7.60                
PavardeNR2414            VardasNR2414        7.14                7.20                
PavardeNR13912           VardasNR13912       7.14                8.00                
PavardeNR56002           VardasNR56002       7.14                7.20                
PavardeNR4754            VardasNR4754        7.14                6.80                
PavardeNR94071           VardasNR94071       7.14                7.20                
PavardeNR6372            VardasNR6372        7.14                6.80                
PavardeNR4595            VardasNR4595        7.14                7.20                
PavardeNR48198           VardasNR48198       7.14                7.20                
PavardeNR16136           VardasNR16136       7.14                6.80                
PavardeNR5373            VardasNR5373        7.14                7.20                
PavardeNR53013           VardasNR53013       7.14                6.80                
PavardeNR61123           VardasNR61123       7.14                7.20                
PavardeNR67498           VardasNR67498       7.14                7.20                
PavardeNR27413           VardasNR27413       7.14                8.00                
PavardeNR46885           VardasNR46885       7.14                7.60                
PavardeNR95360           VardasNR95360       7.14                7.20                
PavardeNR47945           VardasNR47945       7.14                6.80                
PavardeNR95347           VardasNR95347       7.14                6.80                
PavardeNR15262           VardasNR15262       7.14                6.80                
PavardeNR14575           VardasNR14575       7.14                7.20                
PavardeNR57893           VardasNR57893       7.14                6.80                
PavardeNR49906           VardasNR49906       7.14                6.80                
PavardeNR95383           VardasNR95383       7.14                7.20                
PavardeNR7456            VardasNR7456        7.14                7.20                
PavardeNR75129           VardasNR75129       7.14                7.20                
PavardeNR57818           VardasNR57818       7.14                6.80                
PavardeNR28186           VardasNR28186       7.14                7.20                
PavardeNR85949           VardasNR85949       7.14                6.80                
PavardeNR22440           VardasNR22440       7.14                7.60                
PavardeNR92611           VardasNR92611       7.14                7.20                
PavardeNR73558           VardasNR73558       7.14                7.60                
PavardeNR66024           VardasNR66024       7.14                7.20                
PavardeNR71414           VardasNR71414       7.14                7.60                
PavardeNR55362           VardasNR55362       7.14                6.80                
PavardeNR30892           VardasNR30892       7.14                7.20                
PavardeNR95412           VardasNR95412       7.14                6.80                
PavardeNR93769           VardasNR93769       7.14                6.80                
PavardeNR96706           VardasNR96706       7.14                7.20                
PavardeNR53047           VardasNR53047       7.14                7.20                
PavardeNR13829           VardasNR13829       7.14                6.80                
PavardeNR49649           VardasNR49649       7.14                7.20                
PavardeNR20335           VardasNR20335       7.14                7.60                
PavardeNR61163           VardasNR61163       7.14                7.20                
PavardeNR22515           VardasNR22515       7.14                7.20                
PavardeNR75048           VardasNR75048       7.14                7.20                
PavardeNR91061           VardasNR91061       7.14                8.00                
PavardeNR30732           VardasNR30732       7.14                7.20                
PavardeNR92495           VardasNR92495       7.14                7.60                
PavardeNR5220            VardasNR5220        7.14                7.60                
PavardeNR73832           VardasNR73832       7.14                6.80                
PavardeNR70890           VardasNR70890       7.14                6.80                
PavardeNR67417           VardasNR67417       7.14                7.20                
PavardeNR64412           VardasNR64412       7.14                7.60                
PavardeNR21123           VardasNR21123       7.14                6.80                
PavardeNR70881           VardasNR70881       7.14                7.20                
PavardeNR56178           VardasNR56178       7.14                7.60                
PavardeNR1842            VardasNR1842        7.14                7.20                
PavardeNR24679           VardasNR24679       7.14                6.80                
PavardeNR7035            VardasNR7035        7.14                7.20                
PavardeNR76811           VardasNR76811       7.14                7.20                
PavardeNR92517           VardasNR92517       7.14                7.60                
PavardeNR30417           VardasNR30417       7.14                7.20                
PavardeNR72066           VardasNR72066       7.14                7.20                
PavardeNR74691           VardasNR74691       7.14                8.00                
PavardeNR18743           VardasNR18743       7.14                7.20                
PavardeNR61667           VardasNR61667       7.14                7.20                
PavardeNR70159           VardasNR70159       7.14                7.20                
PavardeNR52170           VardasNR52170       7.14                6.80                
PavardeNR59056           VardasNR59056       7.14                7.20                
PavardeNR27111           VardasNR27111       7.14                7.20                
PavardeNR59580           VardasNR59580       7.14                7.60                
PavardeNR5690            VardasNR5690        7.14                7.60                
PavardeNR5703            VardasNR5703        7.14                7.60                
PavardeNR15606           VardasNR15606       7.14                7.60                
PavardeNR71144           VardasNR71144       7.14                7.20                
PavardeNR93277           VardasNR93277       7.14                7.60                
PavardeNR61501           VardasNR61501       7.14                7.20                
PavardeNR58925           VardasNR58925       7.14                7.20                
PavardeNR48845           VardasNR48845       7.14                6.80                
PavardeNR51928           VardasNR51928       7.14                7.20                
PavardeNR66900           VardasNR66900       7.14                7.20                
PavardeNR15480           VardasNR15480       7.14                7.20                
PavardeNR21447           VardasNR21447       7.14                7.20                
PavardeNR72116           VardasNR72116       7.14                6.80                
PavardeNR58853           VardasNR58853       7.14                7.20                
PavardeNR90209           VardasNR90209       7.14                7.20                
PavardeNR64826           VardasNR64826       7.14                6.80                
PavardeNR24995           VardasNR24995       7.14                7.20                
PavardeNR3614            VardasNR3614        7.14                6.80                
PavardeNR74629           VardasNR74629       7.14                6.80                
PavardeNR18656           VardasNR18656       7.14                6.80                
PavardeNR46404           VardasNR46404       7.14                7.20                
PavardeNR96510           VardasNR96510       7.14                6.80                
PavardeNR66656           VardasNR66656       7.14                6.80                
PavardeNR48618           VardasNR48618       7.14                6.80                
PavardeNR48630           VardasNR48630       7.14                7.60                
PavardeNR28984           VardasNR28984       7.14                7.20                
PavardeNR71192           VardasNR71192       7.14                8.00                
PavardeNR61596           VardasNR61596       7.14                7.60                
PavardeNR63700           VardasNR63700       7.14                7.20                
PavardeNR52211           VardasNR52211       7.14                7.20                
PavardeNR17088           VardasNR17088       7.14                6.80                
PavardeNR48672           VardasNR48672       7.14                7.60                
PavardeNR86174           VardasNR86174       7.14                7.20                
PavardeNR21599           VardasNR21599       7.14                7.20                
PavardeNR86775           VardasNR86775       7.14                7.20                
PavardeNR89503           VardasNR89503       7.14                6.80                
PavardeNR19650           VardasNR19650       7.14                7.20                
PavardeNR76284           VardasNR76284       7.14                7.20                
PavardeNR53317           VardasNR53317       7.14                7.20                
PavardeNR27006           VardasNR27006       7.14                7.20                
PavardeNR95806           VardasNR95806       7.14                6.80                
PavardeNR48740           VardasNR48740       7.14                6.80                
PavardeNR3602            VardasNR3602        7.14                7.60                
PavardeNR67073           VardasNR67073       7.14                7.20                
PavardeNR52252           VardasNR52252       7.14                6.80                
PavardeNR46624           VardasNR46624       7.14                7.60                
PavardeNR72193           VardasNR72193       7.14                8.00                
PavardeNR13281           VardasNR13281       7.14                7.60                
PavardeNR76484           VardasNR76484       7.14                7.20                
PavardeNR58604           VardasNR58604       7.14                7.20                
PavardeNR3423            VardasNR3423        7.14                7.60                
PavardeNR25074           VardasNR25074       7.14                7.20                
PavardeNR62009           VardasNR62009       7.14                7.20                
PavardeNR5239            VardasNR5239        7.14                7.20                
PavardeNR76500           VardasNR76500       7.14                7.60                
PavardeNR53432           VardasNR53432       7.14                7.20                
PavardeNR55914           VardasNR55914       7.14                6.80                
PavardeNR71865           VardasNR71865       7.14                6.80                
PavardeNR18308           VardasNR18308       7.14                7.20                
PavardeNR89665           VardasNR89665       7.14                6.80                
PavardeNR67147           VardasNR67147       7.14                7.60                
PavardeNR28673           VardasNR28673       7.14                7.60                
PavardeNR29225           VardasNR29225       7.14                7.20                
PavardeNR96415           VardasNR96415       7.14                7.60                
PavardeNR64666           VardasNR64666       7.14                7.20                
PavardeNR69071           VardasNR69071       7.14                7.20                
PavardeNR13022           VardasNR13022       7.14                7.60                
PavardeNR21308           VardasNR21308       7.14                6.80                
PavardeNR76429           VardasNR76429       7.14                7.20                
PavardeNR1913            VardasNR1913        7.14                6.80                
PavardeNR58850           VardasNR58850       7.14                7.20                
PavardeNR74330           VardasNR74330       7.14                6.40                
PavardeNR86703           VardasNR86703       7.14                7.60                
PavardeNR91238           VardasNR91238       7.14                6.40                
PavardeNR48977           VardasNR48977       7.14                8.00                
PavardeNR30467           VardasNR30467       7.14                7.20                
PavardeNR19584           VardasNR19584       7.14                6.80                
PavardeNR86127           VardasNR86127       7.14                7.60                
PavardeNR14231           VardasNR14231       7.14                7.20                
PavardeNR49016           VardasNR49016       7.14                6.80                
PavardeNR46130           VardasNR46130       7.14                7.20                
PavardeNR13776           VardasNR13776       7.14                7.60                
PavardeNR96594           VardasNR96594       7.14                7.20                
PavardeNR30493           VardasNR30493       7.14                6.80                
PavardeNR72171           VardasNR72171       7.14                8.00                
PavardeNR76107           VardasNR76107       7.14                7.20                
PavardeNR49065           VardasNR49065       7.14                7.60                
PavardeNR63721           VardasNR63721       7.14                6.80                
PavardeNR22714           VardasNR22714       7.14                7.20                
PavardeNR58746           VardasNR58746       7.14                7.60                
PavardeNR15635           VardasNR15635       7.14                7.20                
PavardeNR46043           VardasNR46043       7.14                6.80                
PavardeNR71078           VardasNR71078       7.14                6.80                
PavardeNR67062           VardasNR67062       7.14                6.80                
PavardeNR70713           VardasNR70713       7.14                6.80                
PavardeNR86382           VardasNR86382       7.14                7.20                
PavardeNR2661            VardasNR2661        7.14                7.20                
PavardeNR16470           VardasNR16470       7.14                7.60                
PavardeNR19134           VardasNR19134       7.14                7.60                
PavardeNR62947           VardasNR62947       7.14                7.20                
PavardeNR20767           VardasNR20767       7.14                6.80                
PavardeNR16805           VardasNR16805       7.14                6.80                
PavardeNR1731            VardasNR1731        7.14                6.80                
PavardeNR17491           VardasNR17491       7.14                6.80                
PavardeNR47207           VardasNR47207       7.14                7.60                
PavardeNR16327           VardasNR16327       7.14                6.80                
PavardeNR96940           VardasNR96940       7.14                7.60                
PavardeNR54074           VardasNR54074       7.14                6.80                
PavardeNR26740           VardasNR26740       7.14                7.20                
PavardeNR24049           VardasNR24049       7.14                6.80                
PavardeNR90482           VardasNR90482       7.14                7.20                
PavardeNR4435            VardasNR4435        7.14                7.60                
PavardeNR55017           VardasNR55017       7.14                7.60                
PavardeNR68083           VardasNR68083       7.14                7.20                
PavardeNR77240           VardasNR77240       7.14                6.80                
PavardeNR69807           VardasNR69807       7.14                7.20                
PavardeNR65746           VardasNR65746       7.14                7.60                
PavardeNR92994           VardasNR92994       7.14                7.20                
PavardeNR47654           VardasNR47654       7.14                6.80                
PavardeNR51186           VardasNR51186       7.14                7.20                
PavardeNR67926           VardasNR67926       7.14                7.20                
PavardeNR50300           VardasNR50300       7.14                7.20                
PavardeNR55260           VardasNR55260       7.14                7.60                
PavardeNR16297           VardasNR16297       7.14                7.60                
PavardeNR72625           VardasNR72625       7.14                7.60                
PavardeNR77096           VardasNR77096       7.14                7.20                
PavardeNR96265           VardasNR96265       7.14                6.80                
PavardeNR90451           VardasNR90451       7.14                7.20                
PavardeNR88369           VardasNR88369       7.14                6.80                
PavardeNR22311           VardasNR22311       7.14                8.00                
PavardeNR73127           VardasNR73127       7.14                7.20                
PavardeNR28002           VardasNR28002       7.14                6.40                
PavardeNR45166           VardasNR45166       7.14                6.80                
PavardeNR64060           VardasNR64060       7.14                6.80                
PavardeNR73289           VardasNR73289       7.14                8.00                
PavardeNR93939           VardasNR93939       7.14                6.80                
PavardeNR93938           VardasNR93938       7.14                7.20                
PavardeNR27965           VardasNR27965       7.14                6.80                
PavardeNR16323           VardasNR16323       7.14                7.20                
PavardeNR68046           VardasNR68046       7.14                7.60                
PavardeNR1738            VardasNR1738        7.14                8.00                
PavardeNR62920           VardasNR62920       7.14                6.80                
PavardeNR65595           VardasNR65595       7.14                7.60                
PavardeNR15853           VardasNR15853       7.14                7.20                
PavardeNR77362           VardasNR77362       7.14                7.60                
PavardeNR50725           VardasNR50725       7.14                7.60                
PavardeNR94360           VardasNR94360       7.14                7.20                
PavardeNR47281           VardasNR47281       7.14                7.20                
PavardeNR68289           VardasNR68289       7.14                7.20                
PavardeNR65545           VardasNR65545       7.14                6.40                
PavardeNR87306           VardasNR87306       7.14                7.20                
PavardeNR20656           VardasNR20656       7.14                7.20                
PavardeNR50782           VardasNR50782       7.14                7.20                
PavardeNR96208           VardasNR96208       7.14                8.00                
PavardeNR85808           VardasNR85808       7.14                7.20                
PavardeNR2081            VardasNR2081        7.14                7.20                
PavardeNR95004           VardasNR95004       7.14                7.60                
PavardeNR56842           VardasNR56842       7.14                7.60                
PavardeNR53988           VardasNR53988       7.14                7.20                
PavardeNR24253           VardasNR24253       7.14                7.20                
PavardeNR44755           VardasNR44755       7.14                7.60                
PavardeNR47331           VardasNR47331       7.14                7.20                
PavardeNR3329            VardasNR3329        7.14                7.20                
PavardeNR44751           VardasNR44751       7.14                7.20                
PavardeNR63604           VardasNR63604       7.14                6.80                
PavardeNR29747           VardasNR29747       7.14                6.80                
PavardeNR68165           VardasNR68165       7.14                6.80                
PavardeNR20741           VardasNR20741       7.14                7.20                
PavardeNR44979           VardasNR44979       7.14                7.20                
PavardeNR75419           VardasNR75419       7.14                7.20                
PavardeNR75633           VardasNR75633       7.14                7.20                
PavardeNR85825           VardasNR85825       7.14                7.20                
PavardeNR70702           VardasNR70702       7.14                7.20                
PavardeNR54033           VardasNR54033       7.14                7.20                
PavardeNR20730           VardasNR20730       7.14                7.60                
PavardeNR65495           VardasNR65495       7.14                6.80                
PavardeNR63038           VardasNR63038       7.14                6.80                
PavardeNR60505           VardasNR60505       7.14                7.60                
PavardeNR91695           VardasNR91695       7.14                7.20                
PavardeNR14920           VardasNR14920       7.14                7.20                
PavardeNR44892           VardasNR44892       7.14                7.60                
PavardeNR26012           VardasNR26012       7.14                7.60                
PavardeNR2689            VardasNR2689        7.14                7.20                
PavardeNR63074           VardasNR63074       7.14                6.80                
PavardeNR13506           VardasNR13506       7.14                7.60                
PavardeNR73035           VardasNR73035       7.14                6.80                
PavardeNR22028           VardasNR22028       7.14                7.20                
PavardeNR5965            VardasNR5965        7.14                7.20                
PavardeNR68256           VardasNR68256       7.14                6.40                
PavardeNR71520           VardasNR71520       7.14                7.20                
PavardeNR15767           VardasNR15767       7.14                7.20                
PavardeNR4367            VardasNR4367        7.14                7.60                
PavardeNR19363           VardasNR19363       7.14                7.20                
PavardeNR73466           VardasNR73466       7.14                6.40                
PavardeNR90644           VardasNR90644       7.14                7.20                
PavardeNR51238           VardasNR51238       7.14                6.80                
PavardeNR3298            VardasNR3298        7.14                7.20                
PavardeNR54923           VardasNR54923       7.14                7.60                
PavardeNR56481           VardasNR56481       7.14                7.20                
PavardeNR7440            VardasNR7440        7.14                7.20                
PavardeNR64214           VardasNR64214       7.14                7.60                
PavardeNR75233           VardasNR75233       7.14                7.20                
PavardeNR64132           VardasNR64132       7.14                6.80                
PavardeNR26759           VardasNR26759       7.14                7.60                
PavardeNR95250           VardasNR95250       7.14                7.20                
PavardeNR14744           VardasNR14744       7.14                7.60                
PavardeNR28088           VardasNR28088       7.14                7.20                
PavardeNR61031           VardasNR61031       7.14                7.20                
PavardeNR65920           VardasNR65920       7.14                7.20                
PavardeNR76950           VardasNR76950       7.14                6.80                
PavardeNR51233           VardasNR51233       7.14                7.60                
PavardeNR72586           VardasNR72586       7.14                7.20                
PavardeNR5390            VardasNR5390        7.14                7.20                
PavardeNR63573           VardasNR63573       7.14                6.80                
PavardeNR47757           VardasNR47757       7.14                7.20                
PavardeNR26792           VardasNR26792       7.14                7.20                
PavardeNR29513           VardasNR29513       7.14                7.60                
PavardeNR57605           VardasNR57605       7.14                7.20                
PavardeNR14669           VardasNR14669       7.14                7.20                
PavardeNR3378            VardasNR3378        7.14                7.60                
PavardeNR87201           VardasNR87201       7.14                7.20                
PavardeNR57572           VardasNR57572       7.14                6.80                
PavardeNR14657           VardasNR14657       7.14                7.20                
PavardeNR75228           VardasNR75228       7.14                7.60                
PavardeNR29430           VardasNR29430       7.14                7.20                
PavardeNR91503           VardasNR91503       7.14                7.20                
PavardeNR50283           VardasNR50283       7.14                7.20                
PavardeNR2182            VardasNR2182        7.14                7.20                
PavardeNR68705           VardasNR68705       7.14                7.20                
PavardeNR47045           VardasNR47045       7.14                6.80                
PavardeNR2814            VardasNR2814        7.14                7.20                
PavardeNR75803           VardasNR75803       7.14                7.20                
PavardeNR88354           VardasNR88354       7.14                7.20                
PavardeNR22100           VardasNR22100       7.14                7.20                
PavardeNR43467           VardasNR43467       7.14                7.20                
PavardeNR36389           VardasNR36389       7.14                7.20                
PavardeNR51101           VardasNR51101       7.14                6.80                
PavardeNR39215           VardasNR39215       7.14                6.80                
PavardeNR40424           VardasNR40424       7.14                7.20                
PavardeNR78798           VardasNR78798       7.14                6.80                
PavardeNR25562           VardasNR25562       7.14                6.80                
PavardeNR42425           VardasNR42425       7.14                6.40                
PavardeNR34224           VardasNR34224       7.14                7.20                
PavardeNR84112           VardasNR84112       7.14                7.20                
PavardeNR5233            VardasNR5233        7.14                6.80                
PavardeNR14246           VardasNR14246       7.14                6.80                
PavardeNR111             VardasNR111         7.14                7.20                
PavardeNR56870           VardasNR56870       7.14                6.80                
PavardeNR52105           VardasNR52105       7.14                7.20                
PavardeNR11341           VardasNR11341       7.14                7.20                
PavardeNR3476            VardasNR3476        7.14                6.80                
PavardeNR83498           VardasNR83498       7.14                6.80                
PavardeNR37278           VardasNR37278       7.14                7.20                
PavardeNR97709           VardasNR97709       7.14                6.80                
PavardeNR32807           VardasNR32807       7.14                7.20                
PavardeNR93080           VardasNR93080       7.14                6.80                
PavardeNR69806           VardasNR69806       7.14                7.20                
PavardeNR62707           VardasNR62707       7.14                6.80                
PavardeNR92257           VardasNR92257       7.14                6.80                
PavardeNR11552           VardasNR11552       7.14                7.20                
PavardeNR60658           VardasNR60658       7.14                6.80                
PavardeNR58509           VardasNR58509       7.14                7.20                
PavardeNR99663           VardasNR99663       7.14                7.20                
